Level;Pick list elements;pick list code
3;Duck foie gras animal - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAZ$F02.A0EMD
3;Duck foie gras animal - Fat (as-part-nature);A0BXF#F01.A0CAZ$F02.A069J
3;Duck foie gras animal - Blood (as-part-nature);A0BXF#F01.A0CAZ$F02.A06AL
3;Duck foie gras animal - Kidney (as-part-nature);A0BXF#F01.A0CAZ$F02.A069N
3;Duck foie gras animal - Kidney fat (as-part-nature);A0BXF#F01.A0CAZ$F02.A0F1B
3;Duck foie gras animal - Liver (as-part-nature);A0BXF#F01.A0CAZ$F02.A069M
3;Duck foie gras animal - Skin & fat (as-part-nature);A0BXF#F01.A0CAZ$F02.A06AK
3;Duck foie gras animal - Thyroid (as-part-nature);A0C60#F01.A0CAZ$F02.A0CES
3;Duck foie gras animal - Urine (as-part-nature);A0C60#F01.A0CAZ$F02.A0CET
3;Duck foie gras animal - Faeces (as-part-nature);A0C60#F01.A0CAZ$F02.A0CEV
3;Duck foie gras animal - Blood serum (as-part-nature);A0C60#F01.A0CAZ$F02.A0CEY
3;Duck foie gras animal - Plasma (as-part-nature);A0C60#F01.A0CAZ$F02.A0CEX
3;Duck foie gras animal - Bile (as-part-nature);A0C60#F01.A0CAZ$F02.A0EKY
3;Duck foie gras animal - Eye (as-part-nature);A0C60#F01.A0CAZ$F02.A067P
3;Duck foie gras animal - Feather (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESE
3;Duck foie gras animal - Hair (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESP
3;Duck foie gras animal - Injection site (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESN
3;Duck foie gras animal - Lung (as-part-nature);A0C60#F01.A0CAZ$F02.A069P
3;Duck foie gras animal - Pollen (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESK
3;Duck foie gras animal - Retina (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESJ
3;Duck foie gras animal - Sand (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESH
3;Duck foie gras animal - Tissues juice (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESG
3;Duck foie gras animal - Wool (as-part-nature);A0C60#F01.A0CAZ$F02.A0ESF
3;Duck foie gras animal - Drinking water;A0F7L#F01.A0CAZ$F02.A06CA
3;Duck foie gras animal - Water for aquaculture;A0F7M#F01.A0CAZ$F02.A06CA
3;Duck foie gras animal - Feed;A0BB9#F01.A0CAZ$F02.A0F0Y
3;Duck laying hens - Meat (as-part-nature);A0BXF#F01.A0CBA$F02.A0BYZ$F32.A0C8V
3;Duck laying hens - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CBA$F02.A0EMD$F32.A0C8V
3;Duck laying hens - Fat (as-part-nature);A0BXF#F01.A0CBA$F02.A069J$F32.A0C8V
3;Duck laying hens - Blood (as-part-nature);A0BXF#F01.A0CBA$F02.A06AL$F32.A0C8V
3;Duck laying hens - Kidney (as-part-nature);A0BXF#F01.A0CBA$F02.A069N$F32.A0C8V
3;Duck laying hens - Kidney fat (as-part-nature);A0BXF#F01.A0CBA$F02.A0F1B$F32.A0C8V
3;Duck laying hens - Liver (as-part-nature);A0BXF#F01.A0CBA$F02.A069M$F32.A0C8V
3;Duck laying hens - Skin & fat (as-part-nature);A0BXF#F01.A0CBA$F02.A06AK$F32.A0C8V
3;Duck laying hens - Thyroid (as-part-nature);A0C60#F01.A0CBA$F02.A0CES$F32.A0C8V
3;Duck laying hens - Urine (as-part-nature);A0C60#F01.A0CBA$F02.A0CET$F32.A0C8V
3;Duck laying hens - Faeces (as-part-nature);A0C60#F01.A0CBA$F02.A0CEV$F32.A0C8V
3;Duck laying hens - Blood serum (as-part-nature);A0C60#F01.A0CBA$F02.A0CEY$F32.A0C8V
3;Duck laying hens - Plasma (as-part-nature);A0C60#F01.A0CBA$F02.A0CEX$F32.A0C8V
3;Duck laying hens - Bile (as-part-nature);A0C60#F01.A0CBA$F02.A0EKY$F32.A0C8V
3;Duck laying hens - Eye (as-part-nature);A0C60#F01.A0CBA$F02.A067P$F32.A0C8V
3;Duck laying hens - Feather (as-part-nature);A0C60#F01.A0CBA$F02.A0ESE$F32.A0C8V
3;Duck laying hens - Hair (as-part-nature);A0C60#F01.A0CBA$F02.A0ESP$F32.A0C8V
3;Duck laying hens - Injection site (as-part-nature);A0C60#F01.A0CBA$F02.A0ESN$F32.A0C8V
3;Duck laying hens - Lung (as-part-nature);A0C60#F01.A0CBA$F02.A069P$F32.A0C8V
3;Duck laying hens - Pollen (as-part-nature);A0C60#F01.A0CBA$F02.A0ESK$F32.A0C8V
3;Duck laying hens - Retina (as-part-nature);A0C60#F01.A0CBA$F02.A0ESJ$F32.A0C8V
3;Duck laying hens - Sand (as-part-nature);A0C60#F01.A0CBA$F02.A0ESH$F32.A0C8V
3;Duck laying hens - Tissues juice (as-part-nature);A0C60#F01.A0CBA$F02.A0ESG$F32.A0C8V
3;Duck laying hens - Wool (as-part-nature);A0C60#F01.A0CBA$F02.A0ESF$F32.A0C8V
3;Duck laying hens - Drinking water;A0F7L#F01.A0CBA$F02.A06CA$F32.A0C8V
3;Duck laying hens - Water for aquaculture;A0F7M#F01.A0CBA$F02.A06CA$F32.A0C8V
3;Duck laying hens - Feed;A0BB9#F01.A0CBA$F02.A0F0Y$F32.A0C8V
2;Goose - Meat (as-part-nature);A0BXF#F01.A058C$F02.A0BYZ
2;Goose - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A058C$F02.A0EMD
2;Goose - Fat (as-part-nature);A0BXF#F01.A058C$F02.A069J
2;Goose - Blood (as-part-nature);A0BXF#F01.A058C$F02.A06AL
2;Goose - Kidney (as-part-nature);A0BXF#F01.A058C$F02.A069N
2;Goose - Kidney fat (as-part-nature);A0BXF#F01.A058C$F02.A0F1B
2;Goose - Liver (as-part-nature);A0BXF#F01.A058C$F02.A069M
2;Goose - Skin & fat (as-part-nature);A0BXF#F01.A058C$F02.A06AK
2;Goose - Thyroid (as-part-nature);A0C60#F01.A058C$F02.A0CES
2;Goose - Urine (as-part-nature);A0C60#F01.A058C$F02.A0CET
2;Goose - Faeces (as-part-nature);A0C60#F01.A058C$F02.A0CEV
2;Goose - Blood serum (as-part-nature);A0C60#F01.A058C$F02.A0CEY
2;Goose - Plasma (as-part-nature);A0C60#F01.A058C$F02.A0CEX
2;Goose - Bile (as-part-nature);A0C60#F01.A058C$F02.A0EKY
2;Goose - Eye (as-part-nature);A0C60#F01.A058C$F02.A067P
2;Goose - Feather (as-part-nature);A0C60#F01.A058C$F02.A0ESE
2;Goose - Hair (as-part-nature);A0C60#F01.A058C$F02.A0ESP
2;Goose - Injection site (as-part-nature);A0C60#F01.A058C$F02.A0ESN
2;Goose - Lung (as-part-nature);A0C60#F01.A058C$F02.A069P
2;Goose - Pollen (as-part-nature);A0C60#F01.A058C$F02.A0ESK
2;Goose - Retina (as-part-nature);A0C60#F01.A058C$F02.A0ESJ
2;Goose - Sand (as-part-nature);A0C60#F01.A058C$F02.A0ESH
2;Goose - Tissues juice (as-part-nature);A0C60#F01.A058C$F02.A0ESG
2;Goose - Wool (as-part-nature);A0C60#F01.A058C$F02.A0ESF
2;Goose - Drinking water;A0F7L#F01.A058C$F02.A06CA
2;Goose - Water for aquaculture;A0F7M#F01.A058C$F02.A06CA
2;Goose - Feed;A0BB9#F01.A058C$F02.A0F0Y
3;Goose breeding flock - Meat (as-part-nature);A0BXF#F01.A0CBB$F02.A0BYZ
3;Goose breeding flock - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CBB$F02.A0EMD
3;Goose breeding flock - Fat (as-part-nature);A0BXF#F01.A0CBB$F02.A069J
3;Goose breeding flock - Blood (as-part-nature);A0BXF#F01.A0CBB$F02.A06AL
3;Goose breeding flock - Kidney (as-part-nature);A0BXF#F01.A0CBB$F02.A069N
3;Goose breeding flock - Kidney fat (as-part-nature);A0BXF#F01.A0CBB$F02.A0F1B
3;Goose breeding flock - Liver (as-part-nature);A0BXF#F01.A0CBB$F02.A069M
3;Goose breeding flock - Skin & fat (as-part-nature);A0BXF#F01.A0CBB$F02.A06AK
3;Goose breeding flock - Thyroid (as-part-nature);A0C60#F01.A0CBB$F02.A0CES
3;Goose breeding flock - Urine (as-part-nature);A0C60#F01.A0CBB$F02.A0CET
3;Goose breeding flock - Faeces (as-part-nature);A0C60#F01.A0CBB$F02.A0CEV
3;Goose breeding flock - Blood serum (as-part-nature);A0C60#F01.A0CBB$F02.A0CEY
3;Goose breeding flock - Plasma (as-part-nature);A0C60#F01.A0CBB$F02.A0CEX
3;Goose breeding flock - Bile (as-part-nature);A0C60#F01.A0CBB$F02.A0EKY
3;Goose breeding flock - Eye (as-part-nature);A0C60#F01.A0CBB$F02.A067P
3;Goose breeding flock - Feather (as-part-nature);A0C60#F01.A0CBB$F02.A0ESE
3;Goose breeding flock - Hair (as-part-nature);A0C60#F01.A0CBB$F02.A0ESP
3;Goose breeding flock - Injection site (as-part-nature);A0C60#F01.A0CBB$F02.A0ESN
3;Goose breeding flock - Lung (as-part-nature);A0C60#F01.A0CBB$F02.A069P
3;Goose breeding flock - Pollen (as-part-nature);A0C60#F01.A0CBB$F02.A0ESK
3;Goose breeding flock - Retina (as-part-nature);A0C60#F01.A0CBB$F02.A0ESJ
3;Goose breeding flock - Sand (as-part-nature);A0C60#F01.A0CBB$F02.A0ESH
3;Goose breeding flock - Tissues juice (as-part-nature);A0C60#F01.A0CBB$F02.A0ESG
3;Goose breeding flock - Wool (as-part-nature);A0C60#F01.A0CBB$F02.A0ESF
3;Goose breeding flock - Drinking water;A0F7L#F01.A0CBB$F02.A06CA
3;Goose breeding flock - Water for aquaculture;A0F7M#F01.A0CBB$F02.A06CA
3;Goose breeding flock - Feed;A0BB9#F01.A0CBB$F02.A0F0Y
3;Goose fattening animal - Meat (as-part-nature);A0BXF#F01.A0CBF$F02.A0BYZ
3;Goose fattening animal - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CBF$F02.A0EMD
3;Goose fattening animal - Fat (as-part-nature);A0BXF#F01.A0CBF$F02.A069J
3;Goose fattening animal - Blood (as-part-nature);A0BXF#F01.A0CBF$F02.A06AL
3;Goose fattening animal - Kidney (as-part-nature);A0BXF#F01.A0CBF$F02.A069N
3;Goose fattening animal - Kidney fat (as-part-nature);A0BXF#F01.A0CBF$F02.A0F1B
3;Goose fattening animal - Liver (as-part-nature);A0BXF#F01.A0CBF$F02.A069M
3;Goose fattening animal - Skin & fat (as-part-nature);A0BXF#F01.A0CBF$F02.A06AK
3;Goose fattening animal - Thyroid (as-part-nature);A0C60#F01.A0CBF$F02.A0CES
3;Goose fattening animal - Urine (as-part-nature);A0C60#F01.A0CBF$F02.A0CET
3;Goose fattening animal - Faeces (as-part-nature);A0C60#F01.A0CBF$F02.A0CEV
3;Goose fattening animal - Blood serum (as-part-nature);A0C60#F01.A0CBF$F02.A0CEY
3;Goose fattening animal - Plasma (as-part-nature);A0C60#F01.A0CBF$F02.A0CEX
3;Goose fattening animal - Bile (as-part-nature);A0C60#F01.A0CBF$F02.A0EKY
3;Goose fattening animal - Eye (as-part-nature);A0C60#F01.A0CBF$F02.A067P
3;Goose fattening animal - Feather (as-part-nature);A0C60#F01.A0CBF$F02.A0ESE
3;Goose fattening animal - Hair (as-part-nature);A0C60#F01.A0CBF$F02.A0ESP
3;Goose fattening animal - Injection site (as-part-nature);A0C60#F01.A0CBF$F02.A0ESN
3;Goose fattening animal - Lung (as-part-nature);A0C60#F01.A0CBF$F02.A069P
3;Goose fattening animal - Pollen (as-part-nature);A0C60#F01.A0CBF$F02.A0ESK
3;Goose fattening animal - Retina (as-part-nature);A0C60#F01.A0CBF$F02.A0ESJ
3;Goose fattening animal - Sand (as-part-nature);A0C60#F01.A0CBF$F02.A0ESH
3;Goose fattening animal - Tissues juice (as-part-nature);A0C60#F01.A0CBF$F02.A0ESG
3;Goose fattening animal - Wool (as-part-nature);A0C60#F01.A0CBF$F02.A0ESF
3;Goose fattening animal - Drinking water;A0F7L#F01.A0CBF$F02.A06CA
3;Goose fattening animal - Water for aquaculture;A0F7M#F01.A0CBF$F02.A06CA
3;Goose fattening animal - Feed;A0BB9#F01.A0CBF$F02.A0F0Y
3;Goose foie gras animal - Meat (as-part-nature);A0BXF#F01.A0CBG$F02.A0BYZ
3;Goose foie gras animal - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CBG$F02.A0EMD
3;Goose foie gras animal - Fat (as-part-nature);A0BXF#F01.A0CBG$F02.A069J
3;Goose foie gras animal - Blood (as-part-nature);A0BXF#F01.A0CBG$F02.A06AL
3;Goose foie gras animal - Kidney (as-part-nature);A0BXF#F01.A0CBG$F02.A069N
3;Goose foie gras animal - Kidney fat (as-part-nature);A0BXF#F01.A0CBG$F02.A0F1B
3;Goose foie gras animal - Liver (as-part-nature);A0BXF#F01.A0CBG$F02.A069M
3;Goose foie gras animal - Skin & fat (as-part-nature);A0BXF#F01.A0CBG$F02.A06AK
3;Goose foie gras animal - Thyroid (as-part-nature);A0C60#F01.A0CBG$F02.A0CES
3;Goose foie gras animal - Urine (as-part-nature);A0C60#F01.A0CBG$F02.A0CET
3;Goose foie gras animal - Faeces (as-part-nature);A0C60#F01.A0CBG$F02.A0CEV
3;Goose foie gras animal - Blood serum (as-part-nature);A0C60#F01.A0CBG$F02.A0CEY
3;Goose foie gras animal - Plasma (as-part-nature);A0C60#F01.A0CBG$F02.A0CEX
3;Goose foie gras animal - Bile (as-part-nature);A0C60#F01.A0CBG$F02.A0EKY
3;Goose foie gras animal - Eye (as-part-nature);A0C60#F01.A0CBG$F02.A067P
3;Goose foie gras animal - Feather (as-part-nature);A0C60#F01.A0CBG$F02.A0ESE
3;Goose foie gras animal - Hair (as-part-nature);A0C60#F01.A0CBG$F02.A0ESP
3;Goose foie gras animal - Injection site (as-part-nature);A0C60#F01.A0CBG$F02.A0ESN
3;Goose foie gras animal - Lung (as-part-nature);A0C60#F01.A0CBG$F02.A069P
3;Goose foie gras animal - Pollen (as-part-nature);A0C60#F01.A0CBG$F02.A0ESK
3;Goose foie gras animal - Retina (as-part-nature);A0C60#F01.A0CBG$F02.A0ESJ
3;Goose foie gras animal - Sand (as-part-nature);A0C60#F01.A0CBG$F02.A0ESH
3;Goose foie gras animal - Tissues juice (as-part-nature);A0C60#F01.A0CBG$F02.A0ESG
3;Goose foie gras animal - Wool (as-part-nature);A0C60#F01.A0CBG$F02.A0ESF
3;Goose foie gras animal - Drinking water;A0F7L#F01.A0CBG$F02.A06CA
3;Goose foie gras animal - Water for aquaculture;A0F7M#F01.A0CBG$F02.A06CA
3;Goose foie gras animal - Feed;A0BB9#F01.A0CBG$F02.A0F0Y
3;Goose laying hens - Meat (as-part-nature);A0BXF#F01.A0CBH$F02.A0BYZ$F32.A0C8V
3;Goose laying hens - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CBH$F02.A0EMD$F32.A0C8V
3;Goose laying hens - Fat (as-part-nature);A0BXF#F01.A0CBH$F02.A069J$F32.A0C8V
3;Goose laying hens - Blood (as-part-nature);A0BXF#F01.A0CBH$F02.A06AL$F32.A0C8V
3;Goose laying hens - Kidney (as-part-nature);A0BXF#F01.A0CBH$F02.A069N$F32.A0C8V
3;Goose laying hens - Kidney fat (as-part-nature);A0BXF#F01.A0CBH$F02.A0F1B$F32.A0C8V
3;Goose laying hens - Liver (as-part-nature);A0BXF#F01.A0CBH$F02.A069M$F32.A0C8V
3;Goose laying hens - Skin & fat (as-part-nature);A0BXF#F01.A0CBH$F02.A06AK$F32.A0C8V
3;Goose laying hens - Thyroid (as-part-nature);A0C60#F01.A0CBH$F02.A0CES$F32.A0C8V
3;Goose laying hens - Urine (as-part-nature);A0C60#F01.A0CBH$F02.A0CET$F32.A0C8V
3;Goose laying hens - Faeces (as-part-nature);A0C60#F01.A0CBH$F02.A0CEV$F32.A0C8V
3;Goose laying hens - Blood serum (as-part-nature);A0C60#F01.A0CBH$F02.A0CEY$F32.A0C8V
3;Goose laying hens - Plasma (as-part-nature);A0C60#F01.A0CBH$F02.A0CEX$F32.A0C8V
3;Goose laying hens - Bile (as-part-nature);A0C60#F01.A0CBH$F02.A0EKY$F32.A0C8V
3;Goose laying hens - Eye (as-part-nature);A0C60#F01.A0CBH$F02.A067P$F32.A0C8V
3;Goose laying hens - Feather (as-part-nature);A0C60#F01.A0CBH$F02.A0ESE$F32.A0C8V
3;Goose laying hens - Hair (as-part-nature);A0C60#F01.A0CBH$F02.A0ESP$F32.A0C8V
3;Goose laying hens - Injection site (as-part-nature);A0C60#F01.A0CBH$F02.A0ESN$F32.A0C8V
3;Goose laying hens - Lung (as-part-nature);A0C60#F01.A0CBH$F02.A069P$F32.A0C8V
3;Goose laying hens - Pollen (as-part-nature);A0C60#F01.A0CBH$F02.A0ESK$F32.A0C8V
3;Goose laying hens - Retina (as-part-nature);A0C60#F01.A0CBH$F02.A0ESJ$F32.A0C8V
3;Goose laying hens - Sand (as-part-nature);A0C60#F01.A0CBH$F02.A0ESH$F32.A0C8V
3;Goose laying hens - Tissues juice (as-part-nature);A0C60#F01.A0CBH$F02.A0ESG$F32.A0C8V
3;Goose laying hens - Wool (as-part-nature);A0C60#F01.A0CBH$F02.A0ESF$F32.A0C8V
3;Goose laying hens - Drinking water;A0F7L#F01.A0CBH$F02.A06CA$F32.A0C8V
3;Goose laying hens - Water for aquaculture;A0F7M#F01.A0CBH$F02.A06CA$F32.A0C8V
3;Goose laying hens - Feed;A0BB9#F01.A0CBH$F02.A0F0Y$F32.A0C8V
2;Pigeon - Meat (as-part-nature);A0BXF#F01.A058H$F02.A0BYZ
2;Pigeon - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A058H$F02.A0EMD
2;Pigeon - Fat (as-part-nature);A0BXF#F01.A058H$F02.A069J
2;Pigeon - Blood (as-part-nature);A0BXF#F01.A058H$F02.A06AL
2;Pigeon - Kidney (as-part-nature);A0BXF#F01.A058H$F02.A069N
2;Pigeon - Kidney fat (as-part-nature);A0BXF#F01.A058H$F02.A0F1B
2;Pigeon - Liver (as-part-nature);A0BXF#F01.A058H$F02.A069M
2;Pigeon - Skin & fat (as-part-nature);A0BXF#F01.A058H$F02.A06AK
2;Pigeon - Thyroid (as-part-nature);A0C60#F01.A058H$F02.A0CES
2;Pigeon - Urine (as-part-nature);A0C60#F01.A058H$F02.A0CET
2;Pigeon - Faeces (as-part-nature);A0C60#F01.A058H$F02.A0CEV
2;Pigeon - Blood serum (as-part-nature);A0C60#F01.A058H$F02.A0CEY
2;Pigeon - Plasma (as-part-nature);A0C60#F01.A058H$F02.A0CEX
2;Pigeon - Bile (as-part-nature);A0C60#F01.A058H$F02.A0EKY
2;Pigeon - Eye (as-part-nature);A0C60#F01.A058H$F02.A067P
2;Pigeon - Feather (as-part-nature);A0C60#F01.A058H$F02.A0ESE
2;Pigeon - Hair (as-part-nature);A0C60#F01.A058H$F02.A0ESP
2;Pigeon - Injection site (as-part-nature);A0C60#F01.A058H$F02.A0ESN
2;Pigeon - Lung (as-part-nature);A0C60#F01.A058H$F02.A069P
2;Pigeon - Pollen (as-part-nature);A0C60#F01.A058H$F02.A0ESK
2;Pigeon - Retina (as-part-nature);A0C60#F01.A058H$F02.A0ESJ
2;Pigeon - Sand (as-part-nature);A0C60#F01.A058H$F02.A0ESH
2;Pigeon - Tissues juice (as-part-nature);A0C60#F01.A058H$F02.A0ESG
2;Pigeon - Wool (as-part-nature);A0C60#F01.A058H$F02.A0ESF
2;Pigeon - Drinking water;A0F7L#F01.A058H$F02.A06CA
2;Pigeon - Water for aquaculture;A0F7M#F01.A058H$F02.A06CA
2;Pigeon - Feed;A0BB9#F01.A058H$F02.A0F0Y
3;Pigeon breeding flock - Meat (as-part-nature);A0BXF#F01.A0CCL$F02.A0BYZ
3;Pigeon breeding flock - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CCL$F02.A0EMD
3;Pigeon breeding flock - Fat (as-part-nature);A0BXF#F01.A0CCL$F02.A069J
3;Pigeon breeding flock - Blood (as-part-nature);A0BXF#F01.A0CCL$F02.A06AL
3;Pigeon breeding flock - Kidney (as-part-nature);A0BXF#F01.A0CCL$F02.A069N
3;Pigeon breeding flock - Kidney fat (as-part-nature);A0BXF#F01.A0CCL$F02.A0F1B
3;Pigeon breeding flock - Liver (as-part-nature);A0BXF#F01.A0CCL$F02.A069M
3;Pigeon breeding flock - Skin & fat (as-part-nature);A0BXF#F01.A0CCL$F02.A06AK
3;Pigeon breeding flock - Thyroid (as-part-nature);A0C60#F01.A0CCL$F02.A0CES
3;Pigeon breeding flock - Urine (as-part-nature);A0C60#F01.A0CCL$F02.A0CET
3;Pigeon breeding flock - Faeces (as-part-nature);A0C60#F01.A0CCL$F02.A0CEV
3;Pigeon breeding flock - Blood serum (as-part-nature);A0C60#F01.A0CCL$F02.A0CEY
3;Pigeon breeding flock - Plasma (as-part-nature);A0C60#F01.A0CCL$F02.A0CEX
3;Pigeon breeding flock - Bile (as-part-nature);A0C60#F01.A0CCL$F02.A0EKY
3;Pigeon breeding flock - Eye (as-part-nature);A0C60#F01.A0CCL$F02.A067P
3;Pigeon breeding flock - Feather (as-part-nature);A0C60#F01.A0CCL$F02.A0ESE
3;Pigeon breeding flock - Hair (as-part-nature);A0C60#F01.A0CCL$F02.A0ESP
3;Pigeon breeding flock - Injection site (as-part-nature);A0C60#F01.A0CCL$F02.A0ESN
3;Pigeon breeding flock - Lung (as-part-nature);A0C60#F01.A0CCL$F02.A069P
3;Pigeon breeding flock - Pollen (as-part-nature);A0C60#F01.A0CCL$F02.A0ESK
3;Pigeon breeding flock - Retina (as-part-nature);A0C60#F01.A0CCL$F02.A0ESJ
3;Pigeon breeding flock - Sand (as-part-nature);A0C60#F01.A0CCL$F02.A0ESH
3;Pigeon breeding flock - Tissues juice (as-part-nature);A0C60#F01.A0CCL$F02.A0ESG
3;Pigeon breeding flock - Wool (as-part-nature);A0C60#F01.A0CCL$F02.A0ESF
3;Pigeon breeding flock - Drinking water;A0F7L#F01.A0CCL$F02.A06CA
3;Pigeon breeding flock - Water for aquaculture;A0F7M#F01.A0CCL$F02.A06CA
3;Pigeon breeding flock - Feed;A0BB9#F01.A0CCL$F02.A0F0Y
3;Pigeon fattening animal - Meat (as-part-nature);A0BXF#F01.A0CCQ$F02.A0BYZ
3;Pigeon fattening animal - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CCQ$F02.A0EMD
3;Pigeon fattening animal - Fat (as-part-nature);A0BXF#F01.A0CCQ$F02.A069J
3;Pigeon fattening animal - Blood (as-part-nature);A0BXF#F01.A0CCQ$F02.A06AL
3;Pigeon fattening animal - Kidney (as-part-nature);A0BXF#F01.A0CCQ$F02.A069N
3;Pigeon fattening animal - Kidney fat (as-part-nature);A0BXF#F01.A0CCQ$F02.A0F1B
3;Pigeon fattening animal - Liver (as-part-nature);A0BXF#F01.A0CCQ$F02.A069M
3;Pigeon fattening animal - Skin & fat (as-part-nature);A0BXF#F01.A0CCQ$F02.A06AK
3;Pigeon fattening animal - Thyroid (as-part-nature);A0C60#F01.A0CCQ$F02.A0CES
3;Pigeon fattening animal - Urine (as-part-nature);A0C60#F01.A0CCQ$F02.A0CET
3;Pigeon fattening animal - Faeces (as-part-nature);A0C60#F01.A0CCQ$F02.A0CEV
3;Pigeon fattening animal - Blood serum (as-part-nature);A0C60#F01.A0CCQ$F02.A0CEY
3;Pigeon fattening animal - Plasma (as-part-nature);A0C60#F01.A0CCQ$F02.A0CEX
3;Pigeon fattening animal - Bile (as-part-nature);A0C60#F01.A0CCQ$F02.A0EKY
3;Pigeon fattening animal - Eye (as-part-nature);A0C60#F01.A0CCQ$F02.A067P
3;Pigeon fattening animal - Feather (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESE
3;Pigeon fattening animal - Hair (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESP
3;Pigeon fattening animal - Injection site (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESN
3;Pigeon fattening animal - Lung (as-part-nature);A0C60#F01.A0CCQ$F02.A069P
3;Pigeon fattening animal - Pollen (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESK
3;Pigeon fattening animal - Retina (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESJ
3;Pigeon fattening animal - Sand (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESH
3;Pigeon fattening animal - Tissues juice (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESG
3;Pigeon fattening animal - Wool (as-part-nature);A0C60#F01.A0CCQ$F02.A0ESF
3;Pigeon fattening animal - Drinking water;A0F7L#F01.A0CCQ$F02.A06CA
3;Pigeon fattening animal - Water for aquaculture;A0F7M#F01.A0CCQ$F02.A06CA
3;Pigeon fattening animal - Feed;A0BB9#F01.A0CCQ$F02.A0F0Y
3;Pigeon laying hens - Meat (as-part-nature);A0BXF#F01.A0CCR$F02.A0BYZ$F32.A0C8V
3;Pigeon laying hens - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CCR$F02.A0EMD$F32.A0C8V
3;Pigeon laying hens - Fat (as-part-nature);A0BXF#F01.A0CCR$F02.A069J$F32.A0C8V
3;Pigeon laying hens - Blood (as-part-nature);A0BXF#F01.A0CCR$F02.A06AL$F32.A0C8V
3;Pigeon laying hens - Kidney (as-part-nature);A0BXF#F01.A0CCR$F02.A069N$F32.A0C8V
3;Pigeon laying hens - Kidney fat (as-part-nature);A0BXF#F01.A0CCR$F02.A0F1B$F32.A0C8V
3;Pigeon laying hens - Liver (as-part-nature);A0BXF#F01.A0CCR$F02.A069M$F32.A0C8V
3;Pigeon laying hens - Skin & fat (as-part-nature);A0BXF#F01.A0CCR$F02.A06AK$F32.A0C8V
3;Pigeon laying hens - Thyroid (as-part-nature);A0C60#F01.A0CCR$F02.A0CES$F32.A0C8V
3;Pigeon laying hens - Urine (as-part-nature);A0C60#F01.A0CCR$F02.A0CET$F32.A0C8V
3;Pigeon laying hens - Faeces (as-part-nature);A0C60#F01.A0CCR$F02.A0CEV$F32.A0C8V
3;Pigeon laying hens - Blood serum (as-part-nature);A0C60#F01.A0CCR$F02.A0CEY$F32.A0C8V
3;Pigeon laying hens - Plasma (as-part-nature);A0C60#F01.A0CCR$F02.A0CEX$F32.A0C8V
3;Pigeon laying hens - Bile (as-part-nature);A0C60#F01.A0CCR$F02.A0EKY$F32.A0C8V
3;Pigeon laying hens - Eye (as-part-nature);A0C60#F01.A0CCR$F02.A067P$F32.A0C8V
3;Pigeon laying hens - Feather (as-part-nature);A0C60#F01.A0CCR$F02.A0ESE$F32.A0C8V
3;Pigeon laying hens - Hair (as-part-nature);A0C60#F01.A0CCR$F02.A0ESP$F32.A0C8V
3;Pigeon laying hens - Injection site (as-part-nature);A0C60#F01.A0CCR$F02.A0ESN$F32.A0C8V
3;Pigeon laying hens - Lung (as-part-nature);A0C60#F01.A0CCR$F02.A069P$F32.A0C8V
3;Pigeon laying hens - Pollen (as-part-nature);A0C60#F01.A0CCR$F02.A0ESK$F32.A0C8V
3;Pigeon laying hens - Retina (as-part-nature);A0C60#F01.A0CCR$F02.A0ESJ$F32.A0C8V
3;Pigeon laying hens - Sand (as-part-nature);A0C60#F01.A0CCR$F02.A0ESH$F32.A0C8V
3;Pigeon laying hens - Tissues juice (as-part-nature);A0C60#F01.A0CCR$F02.A0ESG$F32.A0C8V
3;Pigeon laying hens - Wool (as-part-nature);A0C60#F01.A0CCR$F02.A0ESF$F32.A0C8V
3;Pigeon laying hens - Drinking water;A0F7L#F01.A0CCR$F02.A06CA$F32.A0C8V
3;Pigeon laying hens - Water for aquaculture;A0F7M#F01.A0CCR$F02.A06CA$F32.A0C8V
