Level;Pick list elements;pick list code
3;Breeding pigs - Injection site (as-part-nature);A0C60#F01.A0C9X$F02.A0ESN
3;Breeding pigs - Lung (as-part-nature);A0C60#F01.A0C9X$F02.A069P
3;Breeding pigs - Pollen (as-part-nature);A0C60#F01.A0C9X$F02.A0ESK
3;Breeding pigs - Retina (as-part-nature);A0C60#F01.A0C9X$F02.A0ESJ
3;Breeding pigs - Sand (as-part-nature);A0C60#F01.A0C9X$F02.A0ESH
3;Breeding pigs - Tissues juice (as-part-nature);A0C60#F01.A0C9X$F02.A0ESG
3;Breeding pigs - Wool (as-part-nature);A0C60#F01.A0C9X$F02.A0ESF
3;Breeding pigs - Drinking water;A0F7L#F01.A0C9X$F02.A06CA
3;Breeding pigs - Water for aquaculture;A0F7M#F01.A0C9X$F02.A06CA
3;Breeding pigs - Feed;A0BB9#F01.A0C9X$F02.A0F0Y
4;Breeding piglets - Meat (as-part-nature);A0BXF#F01.A0CAA$F02.A0BYZ
4;Breeding piglets - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAA$F02.A0EMD
4;Breeding piglets - Fat (as-part-nature);A0BXF#F01.A0CAA$F02.A069J
4;Breeding piglets - Blood (as-part-nature);A0BXF#F01.A0CAA$F02.A06AL
4;Breeding piglets - Kidney (as-part-nature);A0BXF#F01.A0CAA$F02.A069N
4;Breeding piglets - Kidney fat (as-part-nature);A0BXF#F01.A0CAA$F02.A0F1B
4;Breeding piglets - Liver (as-part-nature);A0BXF#F01.A0CAA$F02.A069M
4;Breeding piglets - Skin & fat (as-part-nature);A0BXF#F01.A0CAA$F02.A06AK
4;Breeding piglets - Thyroid (as-part-nature);A0C60#F01.A0CAA$F02.A0CES
4;Breeding piglets - Urine (as-part-nature);A0C60#F01.A0CAA$F02.A0CET
4;Breeding piglets - Faeces (as-part-nature);A0C60#F01.A0CAA$F02.A0CEV
4;Breeding piglets - Blood serum (as-part-nature);A0C60#F01.A0CAA$F02.A0CEY
4;Breeding piglets - Plasma (as-part-nature);A0C60#F01.A0CAA$F02.A0CEX
4;Breeding piglets - Bile (as-part-nature);A0C60#F01.A0CAA$F02.A0EKY
4;Breeding piglets - Eye (as-part-nature);A0C60#F01.A0CAA$F02.A067P
4;Breeding piglets - Feather (as-part-nature);A0C60#F01.A0CAA$F02.A0ESE
4;Breeding piglets - Hair (as-part-nature);A0C60#F01.A0CAA$F02.A0ESP
4;Breeding piglets - Injection site (as-part-nature);A0C60#F01.A0CAA$F02.A0ESN
4;Breeding piglets - Lung (as-part-nature);A0C60#F01.A0CAA$F02.A069P
4;Breeding piglets - Pollen (as-part-nature);A0C60#F01.A0CAA$F02.A0ESK
4;Breeding piglets - Retina (as-part-nature);A0C60#F01.A0CAA$F02.A0ESJ
4;Breeding piglets - Sand (as-part-nature);A0C60#F01.A0CAA$F02.A0ESH
4;Breeding piglets - Tissues juice (as-part-nature);A0C60#F01.A0CAA$F02.A0ESG
4;Breeding piglets - Wool (as-part-nature);A0C60#F01.A0CAA$F02.A0ESF
4;Breeding piglets - Drinking water;A0F7L#F01.A0CAA$F02.A06CA
4;Breeding piglets - Water for aquaculture;A0F7M#F01.A0CAA$F02.A06CA
4;Breeding piglets - Feed;A0BB9#F01.A0CAA$F02.A0F0Y
4;Breeding gilts - Meat (as-part-nature);A0BXF#F01.A0CAB$F02.A0BYZ
4;Breeding gilts - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAB$F02.A0EMD
4;Breeding gilts - Fat (as-part-nature);A0BXF#F01.A0CAB$F02.A069J
4;Breeding gilts - Blood (as-part-nature);A0BXF#F01.A0CAB$F02.A06AL
4;Breeding gilts - Kidney (as-part-nature);A0BXF#F01.A0CAB$F02.A069N
4;Breeding gilts - Kidney fat (as-part-nature);A0BXF#F01.A0CAB$F02.A0F1B
4;Breeding gilts - Liver (as-part-nature);A0BXF#F01.A0CAB$F02.A069M
4;Breeding gilts - Skin & fat (as-part-nature);A0BXF#F01.A0CAB$F02.A06AK
4;Breeding gilts - Thyroid (as-part-nature);A0C60#F01.A0CAB$F02.A0CES
4;Breeding gilts - Urine (as-part-nature);A0C60#F01.A0CAB$F02.A0CET
4;Breeding gilts - Faeces (as-part-nature);A0C60#F01.A0CAB$F02.A0CEV
4;Breeding gilts - Blood serum (as-part-nature);A0C60#F01.A0CAB$F02.A0CEY
4;Breeding gilts - Plasma (as-part-nature);A0C60#F01.A0CAB$F02.A0CEX
4;Breeding gilts - Bile (as-part-nature);A0C60#F01.A0CAB$F02.A0EKY
4;Breeding gilts - Eye (as-part-nature);A0C60#F01.A0CAB$F02.A067P
4;Breeding gilts - Feather (as-part-nature);A0C60#F01.A0CAB$F02.A0ESE
4;Breeding gilts - Hair (as-part-nature);A0C60#F01.A0CAB$F02.A0ESP
4;Breeding gilts - Injection site (as-part-nature);A0C60#F01.A0CAB$F02.A0ESN
4;Breeding gilts - Lung (as-part-nature);A0C60#F01.A0CAB$F02.A069P
4;Breeding gilts - Pollen (as-part-nature);A0C60#F01.A0CAB$F02.A0ESK
4;Breeding gilts - Retina (as-part-nature);A0C60#F01.A0CAB$F02.A0ESJ
4;Breeding gilts - Sand (as-part-nature);A0C60#F01.A0CAB$F02.A0ESH
4;Breeding gilts - Tissues juice (as-part-nature);A0C60#F01.A0CAB$F02.A0ESG
4;Breeding gilts - Wool (as-part-nature);A0C60#F01.A0CAB$F02.A0ESF
4;Breeding gilts - Drinking water;A0F7L#F01.A0CAB$F02.A06CA
4;Breeding gilts - Water for aquaculture;A0F7M#F01.A0CAB$F02.A06CA
4;Breeding gilts - Feed;A0BB9#F01.A0CAB$F02.A0F0Y
4;Breeding Sows - Meat (as-part-nature);A0BXF#F01.A0CAD$F02.A0BYZ$F32.A0C8V
4;Breeding Sows - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAD$F02.A0EMD$F32.A0C8V
4;Breeding Sows - Fat (as-part-nature);A0BXF#F01.A0CAD$F02.A069J$F32.A0C8V
4;Breeding Sows - Blood (as-part-nature);A0BXF#F01.A0CAD$F02.A06AL$F32.A0C8V
4;Breeding Sows - Kidney (as-part-nature);A0BXF#F01.A0CAD$F02.A069N$F32.A0C8V
4;Breeding Sows - Kidney fat (as-part-nature);A0BXF#F01.A0CAD$F02.A0F1B$F32.A0C8V
4;Breeding Sows - Liver (as-part-nature);A0BXF#F01.A0CAD$F02.A069M$F32.A0C8V
4;Breeding Sows - Skin & fat (as-part-nature);A0BXF#F01.A0CAD$F02.A06AK$F32.A0C8V
4;Breeding Sows - Thyroid (as-part-nature);A0C60#F01.A0CAD$F02.A0CES$F32.A0C8V
4;Breeding Sows - Urine (as-part-nature);A0C60#F01.A0CAD$F02.A0CET$F32.A0C8V
4;Breeding Sows - Faeces (as-part-nature);A0C60#F01.A0CAD$F02.A0CEV$F32.A0C8V
4;Breeding Sows - Blood serum (as-part-nature);A0C60#F01.A0CAD$F02.A0CEY$F32.A0C8V
4;Breeding Sows - Plasma (as-part-nature);A0C60#F01.A0CAD$F02.A0CEX$F32.A0C8V
4;Breeding Sows - Bile (as-part-nature);A0C60#F01.A0CAD$F02.A0EKY$F32.A0C8V
4;Breeding Sows - Eye (as-part-nature);A0C60#F01.A0CAD$F02.A067P$F32.A0C8V
4;Breeding Sows - Feather (as-part-nature);A0C60#F01.A0CAD$F02.A0ESE$F32.A0C8V
4;Breeding Sows - Hair (as-part-nature);A0C60#F01.A0CAD$F02.A0ESP$F32.A0C8V
4;Breeding Sows - Injection site (as-part-nature);A0C60#F01.A0CAD$F02.A0ESN$F32.A0C8V
4;Breeding Sows - Lung (as-part-nature);A0C60#F01.A0CAD$F02.A069P$F32.A0C8V
4;Breeding Sows - Pollen (as-part-nature);A0C60#F01.A0CAD$F02.A0ESK$F32.A0C8V
4;Breeding Sows - Retina (as-part-nature);A0C60#F01.A0CAD$F02.A0ESJ$F32.A0C8V
4;Breeding Sows - Sand (as-part-nature);A0C60#F01.A0CAD$F02.A0ESH$F32.A0C8V
4;Breeding Sows - Tissues juice (as-part-nature);A0C60#F01.A0CAD$F02.A0ESG$F32.A0C8V
4;Breeding Sows - Wool (as-part-nature);A0C60#F01.A0CAD$F02.A0ESF$F32.A0C8V
4;Breeding Sows - Drinking water;A0F7L#F01.A0CAD$F02.A06CA$F32.A0C8V
4;Breeding Sows - Water for aquaculture;A0F7M#F01.A0CAD$F02.A06CA$F32.A0C8V
4;Breeding Sows - Feed;A0BB9#F01.A0CAD$F02.A0F0Y$F32.A0C8V
4;Breeding boars - Meat (as-part-nature);A0BXF#F01.A0CAC$F02.A0BYZ$F32.A0C9A
4;Breeding boars - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAC$F02.A0EMD$F32.A0C9A
4;Breeding boars - Fat (as-part-nature);A0BXF#F01.A0CAC$F02.A069J$F32.A0C9A
4;Breeding boars - Blood (as-part-nature);A0BXF#F01.A0CAC$F02.A06AL$F32.A0C9A
4;Breeding boars - Kidney (as-part-nature);A0BXF#F01.A0CAC$F02.A069N$F32.A0C9A
4;Breeding boars - Kidney fat (as-part-nature);A0BXF#F01.A0CAC$F02.A0F1B$F32.A0C9A
4;Breeding boars - Liver (as-part-nature);A0BXF#F01.A0CAC$F02.A069M$F32.A0C9A
4;Breeding boars - Skin & fat (as-part-nature);A0BXF#F01.A0CAC$F02.A06AK$F32.A0C9A
4;Breeding boars - Thyroid (as-part-nature);A0C60#F01.A0CAC$F02.A0CES$F32.A0C9A
4;Breeding boars - Urine (as-part-nature);A0C60#F01.A0CAC$F02.A0CET$F32.A0C9A
4;Breeding boars - Faeces (as-part-nature);A0C60#F01.A0CAC$F02.A0CEV$F32.A0C9A
4;Breeding boars - Blood serum (as-part-nature);A0C60#F01.A0CAC$F02.A0CEY$F32.A0C9A
4;Breeding boars - Plasma (as-part-nature);A0C60#F01.A0CAC$F02.A0CEX$F32.A0C9A
4;Breeding boars - Bile (as-part-nature);A0C60#F01.A0CAC$F02.A0EKY$F32.A0C9A
4;Breeding boars - Eye (as-part-nature);A0C60#F01.A0CAC$F02.A067P$F32.A0C9A
4;Breeding boars - Feather (as-part-nature);A0C60#F01.A0CAC$F02.A0ESE$F32.A0C9A
4;Breeding boars - Hair (as-part-nature);A0C60#F01.A0CAC$F02.A0ESP$F32.A0C9A
4;Breeding boars - Injection site (as-part-nature);A0C60#F01.A0CAC$F02.A0ESN$F32.A0C9A
4;Breeding boars - Lung (as-part-nature);A0C60#F01.A0CAC$F02.A069P$F32.A0C9A
4;Breeding boars - Pollen (as-part-nature);A0C60#F01.A0CAC$F02.A0ESK$F32.A0C9A
4;Breeding boars - Retina (as-part-nature);A0C60#F01.A0CAC$F02.A0ESJ$F32.A0C9A
4;Breeding boars - Sand (as-part-nature);A0C60#F01.A0CAC$F02.A0ESH$F32.A0C9A
4;Breeding boars - Tissues juice (as-part-nature);A0C60#F01.A0CAC$F02.A0ESG$F32.A0C9A
4;Breeding boars - Wool (as-part-nature);A0C60#F01.A0CAC$F02.A0ESF$F32.A0C9A
4;Breeding boars - Drinking water;A0F7L#F01.A0CAC$F02.A06CA$F32.A0C9A
4;Breeding boars - Water for aquaculture;A0F7M#F01.A0CAC$F02.A06CA$F32.A0C9A
4;Breeding boars - Feed;A0BB9#F01.A0CAC$F02.A0F0Y$F32.A0C9A
3;Fattening pigs - Meat (as-part-nature);A0BXF#F01.A0C9Y$F02.A0BYZ
3;Fattening pigs - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0C9Y$F02.A0EMD
3;Fattening pigs - Fat (as-part-nature);A0BXF#F01.A0C9Y$F02.A069J
3;Fattening pigs - Blood (as-part-nature);A0BXF#F01.A0C9Y$F02.A06AL
3;Fattening pigs - Kidney (as-part-nature);A0BXF#F01.A0C9Y$F02.A069N
3;Fattening pigs - Kidney fat (as-part-nature);A0BXF#F01.A0C9Y$F02.A0F1B
3;Fattening pigs - Liver (as-part-nature);A0BXF#F01.A0C9Y$F02.A069M
3;Fattening pigs - Skin & fat (as-part-nature);A0BXF#F01.A0C9Y$F02.A06AK
3;Fattening pigs - Thyroid (as-part-nature);A0C60#F01.A0C9Y$F02.A0CES
3;Fattening pigs - Urine (as-part-nature);A0C60#F01.A0C9Y$F02.A0CET
3;Fattening pigs - Faeces (as-part-nature);A0C60#F01.A0C9Y$F02.A0CEV
3;Fattening pigs - Blood serum (as-part-nature);A0C60#F01.A0C9Y$F02.A0CEY
3;Fattening pigs - Plasma (as-part-nature);A0C60#F01.A0C9Y$F02.A0CEX
3;Fattening pigs - Bile (as-part-nature);A0C60#F01.A0C9Y$F02.A0EKY
3;Fattening pigs - Eye (as-part-nature);A0C60#F01.A0C9Y$F02.A067P
3;Fattening pigs - Feather (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESE
3;Fattening pigs - Hair (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESP
3;Fattening pigs - Injection site (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESN
3;Fattening pigs - Lung (as-part-nature);A0C60#F01.A0C9Y$F02.A069P
3;Fattening pigs - Pollen (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESK
3;Fattening pigs - Retina (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESJ
3;Fattening pigs - Sand (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESH
3;Fattening pigs - Tissues juice (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESG
3;Fattening pigs - Wool (as-part-nature);A0C60#F01.A0C9Y$F02.A0ESF
3;Fattening pigs - Drinking water;A0F7L#F01.A0C9Y$F02.A06CA
3;Fattening pigs - Water for aquaculture;A0F7M#F01.A0C9Y$F02.A06CA
3;Fattening pigs - Feed;A0BB9#F01.A0C9Y$F02.A0F0Y
4;Fattening piglets - Meat (as-part-nature);A0BXF#F01.A0CAE$F02.A0BYZ
4;Fattening piglets - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAE$F02.A0EMD
4;Fattening piglets - Fat (as-part-nature);A0BXF#F01.A0CAE$F02.A069J
4;Fattening piglets - Blood (as-part-nature);A0BXF#F01.A0CAE$F02.A06AL
4;Fattening piglets - Kidney (as-part-nature);A0BXF#F01.A0CAE$F02.A069N
4;Fattening piglets - Kidney fat (as-part-nature);A0BXF#F01.A0CAE$F02.A0F1B
4;Fattening piglets - Liver (as-part-nature);A0BXF#F01.A0CAE$F02.A069M
4;Fattening piglets - Skin & fat (as-part-nature);A0BXF#F01.A0CAE$F02.A06AK
4;Fattening piglets - Thyroid (as-part-nature);A0C60#F01.A0CAE$F02.A0CES
4;Fattening piglets - Urine (as-part-nature);A0C60#F01.A0CAE$F02.A0CET
4;Fattening piglets - Faeces (as-part-nature);A0C60#F01.A0CAE$F02.A0CEV
4;Fattening piglets - Blood serum (as-part-nature);A0C60#F01.A0CAE$F02.A0CEY
4;Fattening piglets - Plasma (as-part-nature);A0C60#F01.A0CAE$F02.A0CEX
4;Fattening piglets - Bile (as-part-nature);A0C60#F01.A0CAE$F02.A0EKY
4;Fattening piglets - Eye (as-part-nature);A0C60#F01.A0CAE$F02.A067P
4;Fattening piglets - Feather (as-part-nature);A0C60#F01.A0CAE$F02.A0ESE
4;Fattening piglets - Hair (as-part-nature);A0C60#F01.A0CAE$F02.A0ESP
4;Fattening piglets - Injection site (as-part-nature);A0C60#F01.A0CAE$F02.A0ESN
4;Fattening piglets - Lung (as-part-nature);A0C60#F01.A0CAE$F02.A069P
4;Fattening piglets - Pollen (as-part-nature);A0C60#F01.A0CAE$F02.A0ESK
4;Fattening piglets - Retina (as-part-nature);A0C60#F01.A0CAE$F02.A0ESJ
4;Fattening piglets - Sand (as-part-nature);A0C60#F01.A0CAE$F02.A0ESH
4;Fattening piglets - Tissues juice (as-part-nature);A0C60#F01.A0CAE$F02.A0ESG
4;Fattening piglets - Wool (as-part-nature);A0C60#F01.A0CAE$F02.A0ESF
4;Fattening piglets - Drinking water;A0F7L#F01.A0CAE$F02.A06CA
4;Fattening piglets - Water for aquaculture;A0F7M#F01.A0CAE$F02.A06CA
4;Fattening piglets - Feed;A0BB9#F01.A0CAE$F02.A0F0Y
4;Fattening weaners to growers - Meat (as-part-nature);A0BXF#F01.A0CAF$F02.A0BYZ
4;Fattening weaners to growers - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CAF$F02.A0EMD
4;Fattening weaners to growers - Fat (as-part-nature);A0BXF#F01.A0CAF$F02.A069J
4;Fattening weaners to growers - Blood (as-part-nature);A0BXF#F01.A0CAF$F02.A06AL
4;Fattening weaners to growers - Kidney (as-part-nature);A0BXF#F01.A0CAF$F02.A069N
4;Fattening weaners to growers - Kidney fat (as-part-nature);A0BXF#F01.A0CAF$F02.A0F1B
4;Fattening weaners to growers - Liver (as-part-nature);A0BXF#F01.A0CAF$F02.A069M
4;Fattening weaners to growers - Skin & fat (as-part-nature);A0BXF#F01.A0CAF$F02.A06AK
4;Fattening weaners to growers - Thyroid (as-part-nature);A0C60#F01.A0CAF$F02.A0CES
4;Fattening weaners to growers - Urine (as-part-nature);A0C60#F01.A0CAF$F02.A0CET
4;Fattening weaners to growers - Faeces (as-part-nature);A0C60#F01.A0CAF$F02.A0CEV
4;Fattening weaners to growers - Blood serum (as-part-nature);A0C60#F01.A0CAF$F02.A0CEY
4;Fattening weaners to growers - Plasma (as-part-nature);A0C60#F01.A0CAF$F02.A0CEX
4;Fattening weaners to growers - Bile (as-part-nature);A0C60#F01.A0CAF$F02.A0EKY
4;Fattening weaners to growers - Eye (as-part-nature);A0C60#F01.A0CAF$F02.A067P
4;Fattening weaners to growers - Feather (as-part-nature);A0C60#F01.A0CAF$F02.A0ESE
4;Fattening weaners to growers - Hair (as-part-nature);A0C60#F01.A0CAF$F02.A0ESP
4;Fattening weaners to growers - Injection site (as-part-nature);A0C60#F01.A0CAF$F02.A0ESN
4;Fattening weaners to growers - Lung (as-part-nature);A0C60#F01.A0CAF$F02.A069P
4;Fattening weaners to growers - Pollen (as-part-nature);A0C60#F01.A0CAF$F02.A0ESK
4;Fattening weaners to growers - Retina (as-part-nature);A0C60#F01.A0CAF$F02.A0ESJ
4;Fattening weaners to growers - Sand (as-part-nature);A0C60#F01.A0CAF$F02.A0ESH
4;Fattening weaners to growers - Tissues juice (as-part-nature);A0C60#F01.A0CAF$F02.A0ESG
4;Fattening weaners to growers - Wool (as-part-nature);A0C60#F01.A0CAF$F02.A0ESF
4;Fattening weaners to growers - Drinking water;A0F7L#F01.A0CAF$F02.A06CA
4;Fattening weaners to growers - Water for aquaculture;A0F7M#F01.A0CAF$F02.A06CA
4;Fattening weaners to growers - Feed;A0BB9#F01.A0CAF$F02.A0F0Y
1;Caprinae (ovine+caprine) - Meat (as-part-nature);A0BXF#F01.A0F1Y$F02.A0BYZ
1;Caprinae (ovine+caprine) - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0F1Y$F02.A0EMD
1;Caprinae (ovine+caprine) - Fat (as-part-nature);A0BXF#F01.A0F1Y$F02.A069J
1;Caprinae (ovine+caprine) - Blood (as-part-nature);A0BXF#F01.A0F1Y$F02.A06AL
1;Caprinae (ovine+caprine) - Kidney (as-part-nature);A0BXF#F01.A0F1Y$F02.A069N
1;Caprinae (ovine+caprine) - Kidney fat (as-part-nature);A0BXF#F01.A0F1Y$F02.A0F1B
1;Caprinae (ovine+caprine) - Liver (as-part-nature);A0BXF#F01.A0F1Y$F02.A069M
1;Caprinae (ovine+caprine) - Skin & fat (as-part-nature);A0BXF#F01.A0F1Y$F02.A06AK
1;Caprinae (ovine+caprine) - Thyroid (as-part-nature);A0C60#F01.A0F1Y$F02.A0CES
1;Caprinae (ovine+caprine) - Urine (as-part-nature);A0C60#F01.A0F1Y$F02.A0CET
1;Caprinae (ovine+caprine) - Faeces (as-part-nature);A0C60#F01.A0F1Y$F02.A0CEV
1;Caprinae (ovine+caprine) - Blood serum (as-part-nature);A0C60#F01.A0F1Y$F02.A0CEY
1;Caprinae (ovine+caprine) - Plasma (as-part-nature);A0C60#F01.A0F1Y$F02.A0CEX
1;Caprinae (ovine+caprine) - Bile (as-part-nature);A0C60#F01.A0F1Y$F02.A0EKY
1;Caprinae (ovine+caprine) - Eye (as-part-nature);A0C60#F01.A0F1Y$F02.A067P
1;Caprinae (ovine+caprine) - Feather (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESE
1;Caprinae (ovine+caprine) - Hair (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESP
1;Caprinae (ovine+caprine) - Injection site (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESN
1;Caprinae (ovine+caprine) - Lung (as-part-nature);A0C60#F01.A0F1Y$F02.A069P
1;Caprinae (ovine+caprine) - Pollen (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESK
1;Caprinae (ovine+caprine) - Retina (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESJ
1;Caprinae (ovine+caprine) - Sand (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESH
1;Caprinae (ovine+caprine) - Tissues juice (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESG
1;Caprinae (ovine+caprine) - Wool (as-part-nature);A0C60#F01.A0F1Y$F02.A0ESF
1;Caprinae (ovine+caprine) - Drinking water;A0F7L#F01.A0F1Y$F02.A06CA
1;Caprinae (ovine+caprine) - Water for aquaculture;A0F7M#F01.A0F1Y$F02.A06CA
1;Caprinae (ovine+caprine) - Feed;A0BB9#F01.A0F1Y$F02.A0F0Y
2;Ovine animals (sheep) - Meat (as-part-nature);A0BXF#F01.A057G$F02.A0BYZ
2;Ovine animals (sheep) - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A057G$F02.A0EMD
2;Ovine animals (sheep) - Fat (as-part-nature);A0BXF#F01.A057G$F02.A069J
2;Ovine animals (sheep) - Blood (as-part-nature);A0BXF#F01.A057G$F02.A06AL
2;Ovine animals (sheep) - Kidney (as-part-nature);A0BXF#F01.A057G$F02.A069N
2;Ovine animals (sheep) - Kidney fat (as-part-nature);A0BXF#F01.A057G$F02.A0F1B
2;Ovine animals (sheep) - Liver (as-part-nature);A0BXF#F01.A057G$F02.A069M
2;Ovine animals (sheep) - Skin & fat (as-part-nature);A0BXF#F01.A057G$F02.A06AK
2;Ovine animals (sheep) - Thyroid (as-part-nature);A0C60#F01.A057G$F02.A0CES
2;Ovine animals (sheep) - Urine (as-part-nature);A0C60#F01.A057G$F02.A0CET
2;Ovine animals (sheep) - Faeces (as-part-nature);A0C60#F01.A057G$F02.A0CEV
2;Ovine animals (sheep) - Blood serum (as-part-nature);A0C60#F01.A057G$F02.A0CEY
2;Ovine animals (sheep) - Plasma (as-part-nature);A0C60#F01.A057G$F02.A0CEX
2;Ovine animals (sheep) - Bile (as-part-nature);A0C60#F01.A057G$F02.A0EKY
2;Ovine animals (sheep) - Eye (as-part-nature);A0C60#F01.A057G$F02.A067P
2;Ovine animals (sheep) - Feather (as-part-nature);A0C60#F01.A057G$F02.A0ESE
2;Ovine animals (sheep) - Hair (as-part-nature);A0C60#F01.A057G$F02.A0ESP
2;Ovine animals (sheep) - Injection site (as-part-nature);A0C60#F01.A057G$F02.A0ESN
2;Ovine animals (sheep) - Lung (as-part-nature);A0C60#F01.A057G$F02.A069P
2;Ovine animals (sheep) - Pollen (as-part-nature);A0C60#F01.A057G$F02.A0ESK
2;Ovine animals (sheep) - Retina (as-part-nature);A0C60#F01.A057G$F02.A0ESJ
2;Ovine animals (sheep) - Sand (as-part-nature);A0C60#F01.A057G$F02.A0ESH
2;Ovine animals (sheep) - Tissues juice (as-part-nature);A0C60#F01.A057G$F02.A0ESG
2;Ovine animals (sheep) - Wool (as-part-nature);A0C60#F01.A057G$F02.A0ESF
2;Ovine animals (sheep) - Drinking water;A0F7L#F01.A057G$F02.A06CA
2;Ovine animals (sheep) - Water for aquaculture;A0F7M#F01.A057G$F02.A06CA
2;Ovine animals (sheep) - Feed;A0BB9#F01.A057G$F02.A0F0Y
3;Sheep under 1 year (lamb) - Meat (as-part-nature);A0BXF#F01.A0CDA$F02.A0BYZ
3;Sheep under 1 year (lamb) - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CDA$F02.A0EMD
3;Sheep under 1 year (lamb) - Fat (as-part-nature);A0BXF#F01.A0CDA$F02.A069J
3;Sheep under 1 year (lamb) - Blood (as-part-nature);A0BXF#F01.A0CDA$F02.A06AL
3;Sheep under 1 year (lamb) - Kidney (as-part-nature);A0BXF#F01.A0CDA$F02.A069N
3;Sheep under 1 year (lamb) - Kidney fat (as-part-nature);A0BXF#F01.A0CDA$F02.A0F1B
3;Sheep under 1 year (lamb) - Liver (as-part-nature);A0BXF#F01.A0CDA$F02.A069M
3;Sheep under 1 year (lamb) - Skin & fat (as-part-nature);A0BXF#F01.A0CDA$F02.A06AK
3;Sheep under 1 year (lamb) - Thyroid (as-part-nature);A0C60#F01.A0CDA$F02.A0CES
3;Sheep under 1 year (lamb) - Urine (as-part-nature);A0C60#F01.A0CDA$F02.A0CET
3;Sheep under 1 year (lamb) - Faeces (as-part-nature);A0C60#F01.A0CDA$F02.A0CEV
3;Sheep under 1 year (lamb) - Blood serum (as-part-nature);A0C60#F01.A0CDA$F02.A0CEY
3;Sheep under 1 year (lamb) - Plasma (as-part-nature);A0C60#F01.A0CDA$F02.A0CEX
3;Sheep under 1 year (lamb) - Bile (as-part-nature);A0C60#F01.A0CDA$F02.A0EKY
3;Sheep under 1 year (lamb) - Eye (as-part-nature);A0C60#F01.A0CDA$F02.A067P
3;Sheep under 1 year (lamb) - Feather (as-part-nature);A0C60#F01.A0CDA$F02.A0ESE
3;Sheep under 1 year (lamb) - Hair (as-part-nature);A0C60#F01.A0CDA$F02.A0ESP
3;Sheep under 1 year (lamb) - Injection site (as-part-nature);A0C60#F01.A0CDA$F02.A0ESN
3;Sheep under 1 year (lamb) - Lung (as-part-nature);A0C60#F01.A0CDA$F02.A069P
3;Sheep under 1 year (lamb) - Pollen (as-part-nature);A0C60#F01.A0CDA$F02.A0ESK
3;Sheep under 1 year (lamb) - Retina (as-part-nature);A0C60#F01.A0CDA$F02.A0ESJ
3;Sheep under 1 year (lamb) - Sand (as-part-nature);A0C60#F01.A0CDA$F02.A0ESH
3;Sheep under 1 year (lamb) - Tissues juice (as-part-nature);A0C60#F01.A0CDA$F02.A0ESG
3;Sheep under 1 year (lamb) - Wool (as-part-nature);A0C60#F01.A0CDA$F02.A0ESF
3;Sheep under 1 year (lamb) - Drinking water;A0F7L#F01.A0CDA$F02.A06CA
3;Sheep under 1 year (lamb) - Water for aquaculture;A0F7M#F01.A0CDA$F02.A06CA
3;Sheep under 1 year (lamb) - Feed;A0BB9#F01.A0CDA$F02.A0F0Y
4;Lamb for meat production - Meat (as-part-nature);A0BXF#F01.A0CDB$F02.A0BYZ
4;Lamb for meat production - Muscle & skin (Fish) (as-part-nature);A0BXF#F01.A0CDB$F02.A0EMD
4;Lamb for meat production - Fat (as-part-nature);A0BXF#F01.A0CDB$F02.A069J
4;Lamb for meat production - Blood (as-part-nature);A0BXF#F01.A0CDB$F02.A06AL
4;Lamb for meat production - Kidney (as-part-nature);A0BXF#F01.A0CDB$F02.A069N
4;Lamb for meat production - Kidney fat (as-part-nature);A0BXF#F01.A0CDB$F02.A0F1B
4;Lamb for meat production - Liver (as-part-nature);A0BXF#F01.A0CDB$F02.A069M
4;Lamb for meat production - Skin & fat (as-part-nature);A0BXF#F01.A0CDB$F02.A06AK
4;Lamb for meat production - Thyroid (as-part-nature);A0C60#F01.A0CDB$F02.A0CES
4;Lamb for meat production - Urine (as-part-nature);A0C60#F01.A0CDB$F02.A0CET
4;Lamb for meat production - Faeces (as-part-nature);A0C60#F01.A0CDB$F02.A0CEV
